formula_seed,mode,status,success,steps,assigned_count,decision_steps,forced_steps,score_calls,dpll_nodes
45,lookahead_LG_1,SAT_FOUND,True,3,12,3,8,56,
45,lookahead_LG_2,SAT_FOUND,True,5,12,5,6,1972,
45,lookahead_LG_3,SAT_FOUND,True,6,12,6,4,7951,
45,lookahead_L_1,SAT_FOUND,True,9,12,9,0,143,
45,lookahead_L_2,SAT_FOUND,True,7,12,7,0,2709,
45,lookahead_L_3,SAT_FOUND,True,7,12,7,0,11996,
45,random,FAILED_TO_FIND,False,12,12,12,0,0,
46,dpll_control,UNSAT_PROVED,False,13,0,13,0,0,13
46,greedy_L,FAILED_TO_FIND,False,12,12,12,0,156,
46,greedy_LG,FAILED_TO_FIND,False,8,12,7,1,116,
46,lookahead_LG_1,FAILED_TO_FIND,False,8,12,7,1,116,
46,lookahead_LG_2,FAILED_TO_FIND,False,8,12,5,3,1034,
46,lookahead_LG_3,FAILED_TO_FIND,False,8,12,6,2,6746,
46,lookahead_L_1,FAILED_TO_FIND,False,12,12,12,0,156,
46,lookahead_L_2,FAILED_TO_FIND,False,11,12,11,0,3050,
46,lookahead_L_3,FAILED_TO_FIND,False,10,12,10,0,13302,
46,random,FAILED_TO_FIND,False,12,12,12,0,0,
47,dpll_control,SAT_FOUND,True,5,12,5,0,0,5
47,greedy_L,FAILED_TO_FIND,False,12,12,12,0,156,
47,greedy_LG,FAILED_TO_FIND,False,10,12,8,2,112,
47,lookahead_LG_1,FAILED_TO_FIND,False,10,12,8,2,112,
47,lookahead_LG_2,SAT_FOUND,True,4,12,4,8,1450,
47,lookahead_LG_3,SAT_FOUND,True,4,12,4,8,6804,
47,lookahead_L_1,FAILED_TO_FIND,False,12,12,12,0,156,
47,lookahead_L_2,FAILED_TO_FIND,False,11,12,11,0,3050,
47,lookahead_L_3,SAT_FOUND,True,12,12,12,0,13301,
47,random,FAILED_TO_FIND,False,12,12,12,0,0,
48,dpll_control,SAT_FOUND,True,3,12,3,0,0,3
48,greedy_L,SAT_FOUND,True,9,12,9,0,143,
48,greedy_LG,SAT_FOUND,True,2,12,2,10,46,
48,lookahead_LG_1,SAT_FOUND,True,2,12,2,10,46,
48,lookahead_LG_2,SAT_FOUND,True,4,12,4,8,1782,
48,lookahead_LG_3,SAT_FOUND,True,4,12,4,8,7950,
48,lookahead_L_1,SAT_FOUND,True,9,12,9,0,143,
48,lookahead_L_2,SAT_FOUND,True,11,12,11,0,3013,
48,lookahead_L_3,FAILED_TO_FIND,False,10,12,10,0,13302,
48,random,FAILED_TO_FIND,False,12,12,12,0,0,
49,dpll_control,UNSAT_PROVED,False,13,0,13,0,0,13
49,greedy_L,FAILED_TO_FIND,False,12,12,12,0,156,
49,greedy_LG,FAILED_TO_FIND,False,10,12,8,2,114,
49,lookahead_LG_1,FAILED_TO_FIND,False,10,12,8,2,114,
49,lookahead_LG_2,FAILED_TO_FIND,False,11,12,9,2,1446,
49,lookahead_LG_3,FAILED_TO_FIND,False,9,12,7,2,7204,
49,lookahead_L_1,FAILED_TO_FIND,False,12,12,12,0,156,
49,lookahead_L_2,FAILED_TO_FIND,False,11,12,11,0,3050,
49,lookahead_L_3,FAILED_TO_FIND,False,11,12,11,0,13322,
49,random,FAILED_TO_FIND,False,12,12,12,0,0,
50,dpll_control,SAT_FOUND,True,8,12,8,1,0,8
50,greedy_L,SAT_FOUND,True,7,12,7,0,125,
50,greedy_LG,SAT_FOUND,True,4,12,4,5,69,
50,lookahead_LG_1,SAT_FOUND,True,4,12,4,5,69,
50,lookahead_LG_2,SAT_FOUND,True,4,12,4,6,1778,
50,lookahead_LG_3,SAT_FOUND,True,4,12,4,6,7071,
50,lookahead_L_1,SAT_FOUND,True,7,12,7,0,125,
50,lookahead_L_2,SAT_FOUND,True,12,12,12,0,2975,
50,lookahead_L_3,SAT_FOUND,True,12,12,12,0,12589,
50,random,FAILED_TO_FIND,False,12,12,12,0,0,
51,dpll_control,SAT_FOUND,True,12,12,12,1,0,12
51,greedy_L,FAILED_TO_FIND,False,11,12,11,0,154,
51,greedy_LG,SAT_FOUND,True,2,12,2,9,46,
51,lookahead_LG_1,SAT_FOUND,True,2,12,2,9,46,
51,lookahead_LG_2,SAT_FOUND,True,5,12,5,7,1650,
51,lookahead_LG_3,SAT_FOUND,True,5,12,5,7,6976,
51,lookahead_L_1,FAILED_TO_FIND,False,11,12,11,0,154,
51,lookahead_L_2,FAILED_TO_FIND,False,10,12,10,0,3030,
51,lookahead_L_3,FAILED_TO_FIND,False,9,12,9,0,13152,
51,random,FAILED_TO_FIND,False,12,12,12,0,0,
